tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
HF4-1	Keweenaw Peninsula	HF4-1	HF4-1	992.0	985.0	Ma		hdt	68.6	-4.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.5 	   90.5 	   12.5 	   19.4 
HF4-2	Keweenaw Peninsula	HF4-2	HF4-2	992.0	985.0	Ma		hct	82.4	6.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.9 	   90.9 	    7.5 	    5.2 
HF4-2	Keweenaw Peninsula	HF4-2	HF4-2	992.0	985.0	Ma		hdt	53.7	-8.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  181.5 	   91.5 	   20.2 	   32.9 
HF4-2	Keweenaw Peninsula	HF4-2	HF4-2	992.0	985.0	Ma		hct	81.4	10.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.2 	   92.2 	    9.6 	    4.6 
HF4-2	Keweenaw Peninsula	HF4-2	HF4-2	992.0	985.0	Ma		hdt	54.7	-8.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.3 	   91.3 	   19.8 	   31.9 
HF4-3	Keweenaw Peninsula	HF4-3	HF4-3	992.0	985.0	Ma		hct	83.6	6.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.9 	   90.9 	    6.7 	    4.3 
HF4-3	Keweenaw Peninsula	HF4-3	HF4-3	992.0	985.0	Ma		hdt	72.8	-11.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.9 	   93.0 	    7.0 	   18.6 
HF4-3	Keweenaw Peninsula	HF4-3	HF4-3	992.0	985.0	Ma		hct	84.2	2.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.1 	   90.1 	    4.9 	    5.2 
HF4-3	Keweenaw Peninsula	HF4-3	HF4-3	992.0	985.0	Ma		hdt	71.4	-14.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.6 	   94.7 	    6.7 	   20.7 
HF4-4	Keweenaw Peninsula	HF4-4	HF4-4	992.0	985.0	Ma		hct	91.8	19.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  187.9 	   98.1 	    6.1 	  353.7 
HF4-4	Keweenaw Peninsula	HF4-4	HF4-4	992.0	985.0	Ma		hct	94.6	30.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  200.5 	  111.7 	    9.0 	  347.2 
HF4-5	Keweenaw Peninsula	HF4-5	HF4-5	992.0	985.0	Ma		hct	53.5	24.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  192.3 	  102.7 	   33.6 	   21.4 
HF4-5	Keweenaw Peninsula	HF4-5	HF4-5	992.0	985.0	Ma		hdt	61.9	-5.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.7 	   90.7 	   16.4 	   25.1 
HF4-5	Keweenaw Peninsula	HF4-5	HF4-5	992.0	985.0	Ma		hct	50.0	23.7		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  192.0 	  102.4 	   35.7 	   24.7 
HF4-5	Keweenaw Peninsula	HF4-5	HF4-5	992.0	985.0	Ma		hdt	68.9	2.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	   15.0 	   16.9 
HF4-6	Keweenaw Peninsula																		47.3	-88.2													
HF4-7	Keweenaw Peninsula																		47.3	-88.2													
HF5-1	Keweenaw Peninsula	HF5-1	HF5-1	992.0	985.0	Ma		hct	114.9	25.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  194.2 	  104.8 	   -6.1 	  334.3 
HF5-1	Keweenaw Peninsula	HF5-1	HF5-1	992.0	985.0	Ma		hdt	102.7	8.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.5 	   91.5 	   -5.4 	  349.5 
HF5-1	Keweenaw Peninsula	HF5-1	HF5-1	992.0	985.0	Ma		hdt	104.6	6.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.7 	   90.7 	   -7.6 	  348.9 
HF5-1	Keweenaw Peninsula	HF5-1	HF5-1	992.0	985.0	Ma		hct	115.8	25.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  193.8 	  104.3 	   -6.8 	  333.7 
HF5-4	Keweenaw Peninsula	HF5-4	HF5-4	992.0	985.0	Ma		hct	90.3	11.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.6 	   92.6 	    3.9 	  357.7 
HF5-4	Keweenaw Peninsula	HF5-4	HF5-4	992.0	985.0	Ma		hct	90.7	11.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  182.8 	   92.9 	    3.9 	  357.3 
HF5-4	Keweenaw Peninsula	HF5-4	HF5-4	992.0	985.0	Ma		hdt	79.2	13.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.6 	   93.7 	   12.2 	    5.2 
HF5-4	Keweenaw Peninsula	HF5-4	HF5-4	992.0	985.0	Ma		hdt	79.6	14.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.1 	   94.2 	   12.3 	    4.6 
HF5-5	Keweenaw Peninsula	HF5-5	HF5-5	992.0	985.0	Ma		hct	88.5	18.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  187.0 	   97.2 	    7.9 	  356.5 
HF5-5	Keweenaw Peninsula	HF5-5	HF5-5	992.0	985.0	Ma		hdt	79.1	12.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.4 	   93.4 	   12.1 	    5.4 
HF5-5	Keweenaw Peninsula	HF5-5	HF5-5	992.0	985.0	Ma		hct	87.9	17.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  186.6 	   96.7 	    8.1 	  357.1 
HF5-5	Keweenaw Peninsula	HF5-5	HF5-5	992.0	985.0	Ma		hdt	82.2	12.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.1 	   93.2 	    9.9 	    3.3 
HF5-7	Keweenaw Peninsula	HF5-7	HF5-7	992.0	985.0	Ma		hdt	277.0	28.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  197.8 	  108.7 	   15.8 	  187.3 
HF5-7	Keweenaw Peninsula	HF5-7	HF5-7	992.0	985.0	Ma		hdt	278.7	28.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  197.8 	  108.7 	   17.0 	  186.1 
HF6-1	Keweenaw Peninsula	HF6-1	HF6-1	992.0	985.0	Ma		hdt	41.7	-30.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  200.8 	  112.0 	   16.0 	   50.3 
HF6-1	Keweenaw Peninsula	HF6-1	HF6-1	992.0	985.0	Ma		hdt	36.9	-33.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  205.1 	  116.8 	   16.4 	   55.4 
HF6-2	Keweenaw Peninsula	HF6-2	HF6-2	992.0	985.0	Ma		hct	96.7	6.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.8 	   90.8 	   -2.3 	  354.8 
HF6-2	Keweenaw Peninsula	HF6-2	HF6-2	992.0	985.0	Ma		hdt	49.1	19.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-O:DA-DIR-GEO:LP-DC4	g	  188.4 	   98.6 	   34.6 	   27.2 
HF6-2	Keweenaw Peninsula	HF6-2	HF6-2	992.0	985.0	Ma		hct	96.5	14.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.1 	   94.1 	    0.8 	  352.2 
HF6-2	Keweenaw Peninsula	HF6-2	HF6-2	992.0	985.0	Ma		hdt	46.4	24.3		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-O:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  192.6 	  103.1 	   38.2 	   27.8 
HF6-3	Keweenaw Peninsula	HF6-3	HF6-3	992.0	985.0	Ma		hct	71.7	16.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  185.9 	   96.0 	   18.7 	    9.5 
HF6-3	Keweenaw Peninsula	HF6-3	HF6-3	992.0	985.0	Ma		hdt	65.4	3.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.3 	   90.3 	   17.7 	   19.2 
HF6-3	Keweenaw Peninsula	HF6-3	HF6-3	992.0	985.0	Ma		hct	70.1	23.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  191.8 	  102.2 	   22.4 	    8.0 
HF6-3	Keweenaw Peninsula	HF6-3	HF6-3	992.0	985.0	Ma		hdt	65.5	-2.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.2 	   90.2 	   15.3 	   21.3 
HF6-4	Keweenaw Peninsula	HF6-4	HF6-4	992.0	985.0	Ma		hdt	52.3	3.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.2 	   90.2 	   25.7 	   30.4 
HF6-4	Keweenaw Peninsula	HF6-4	HF6-4	992.0	985.0	Ma		hdt	51.7	8.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.3 	   91.3 	   28.1 	   29.3 
HF6-4	Keweenaw Peninsula	HF6-4	HF6-4	992.0	985.0	Ma		hct	79.8	18.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.0 	   97.2 	   13.8 	    2.8 
HF6-4	Keweenaw Peninsula	HF6-4	HF6-4	992.0	985.0	Ma		hct	80.7	11.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  182.5 	   92.5 	   10.4 	    4.9 
HF6-5	Keweenaw Peninsula	HF6-5	HF6-5	992.0	985.0	Ma		hct	52.5	2.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.1 	   90.1 	   25.3 	   30.5 
HF6-5	Keweenaw Peninsula	HF6-5	HF6-5	992.0	985.0	Ma		hdt	43.7	-12.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.0 	   93.0 	   24.2 	   42.9 
HF6-5	Keweenaw Peninsula	HF6-5	HF6-5	992.0	985.0	Ma		hct	52.0	7.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.0 	   91.0 	   27.5 	   29.3 
HF6-5	Keweenaw Peninsula	HF6-5	HF6-5	992.0	985.0	Ma		hdt	44.9	-8.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.3 	   91.3 	   25.3 	   40.6 
HF6-6	Keweenaw Peninsula	HF6-6	HF6-6	992.0	985.0	Ma		hct	64.0	4.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.4 	   90.4 	   18.9 	   20.1 
HF6-6	Keweenaw Peninsula	HF6-6	HF6-6	992.0	985.0	Ma		hdt	47.0	-5.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.5 	   90.5 	   25.5 	   37.8 
HF6-6	Keweenaw Peninsula	HF6-6	HF6-6	992.0	985.0	Ma		hct	64.1	-2.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.1 	   90.1 	   16.5 	   22.1 
HF6-6	Keweenaw Peninsula	HF6-6	HF6-6	992.0	985.0	Ma		hdt	46.2	-9.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  181.9 	   92.0 	   23.9 	   39.9 
HF6-7	Keweenaw Peninsula	HF6-7	HF6-7	992.0	985.0	Ma		hct	57.9	6.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  181.0 	   91.0 	   23.8 	   24.2 
HF6-7	Keweenaw Peninsula	HF6-7	HF6-7	992.0	985.0	Ma		hdt	42.5	-6.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.8 	   90.8 	   27.3 	   42.4 
HF6-7	Keweenaw Peninsula	HF6-7	HF6-7	992.0	985.0	Ma		hct	56.9	12.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.2 	   93.2 	   26.6 	   23.1 
HF6-7	Keweenaw Peninsula	HF6-7	HF6-7	992.0	985.0	Ma		hdt	43.0	-2.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	   28.7 	   40.8 
HF6-8	Keweenaw Peninsula	HF6-8	HF6-8	992.0	985.0	Ma		hct	44.7	-4.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.4 	   90.4 	   27.0 	   39.7 
HF6-8	Keweenaw Peninsula	HF6-8	HF6-8	992.0	985.0	Ma		hdt	37.3	-15.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  185.2 	   95.2 	   25.6 	   50.1 
HF6-8	Keweenaw Peninsula	HF6-8	HF6-8	992.0	985.0	Ma		hct	45.0	-0.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.0 	   90.0 	   28.6 	   38.1 
HF6-8	Keweenaw Peninsula	HF6-8	HF6-8	992.0	985.0	Ma		hdt	39.1	-12.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.2 	   93.2 	   26.3 	   47.4 
HF7-1	Keweenaw Peninsula	HF7-1	HF7-1	992.0	985.0	Ma		hdt	7.4	-5.3		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.6 	   90.6 	   39.6 	   82.2 
HF7-1	Keweenaw Peninsula	HF7-1	HF7-1	992.0	985.0	Ma		hdt	8.6	-13.0		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.5 	   93.6 	   35.6 	   81.3 
HF7-10	Keweenaw Peninsula	HF7-10	HF7-10	992.0	985.0	Ma		hdt	33.2	-24.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  192.9 	  103.3 	   23.0 	   56.4 
HF7-10	Keweenaw Peninsula	HF7-10	HF7-10	992.0	985.0	Ma		hdt	28.9	-20.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  188.9 	   99.1 	   26.7 	   59.7 
HF7-2	Keweenaw Peninsula	HF7-2	HF7-2	992.0	985.0	Ma		hdt	12.9	-2.6		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	   40.1 	   74.8 
HF7-2	Keweenaw Peninsula	HF7-2	HF7-2	992.0	985.0	Ma		hdt	13.0	4.4		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.4 	   90.4 	   43.5 	   73.7 
HF7-3	Keweenaw Peninsula	HF7-3	HF7-3	992.0	985.0	Ma		hdt	10.8	-23.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  191.7 	  102.1 	   29.7 	   79.6 
