tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
AF1-4a	Keweenaw Peninsula	AF1-4a	AF1-4a	992.0	985.0	Ma		hdt	275.0	-15.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.8 	   94.9 	   -2.3 	  172.9 
AF1-4a	Keweenaw Peninsula	AF1-4a	AF1-4a	992.0	985.0	Ma		hct	75.8	28.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  198.2 	  109.1 	   20.8 	    1.4 
AF1-4a	Keweenaw Peninsula	AF1-4a	AF1-4a	992.0	985.0	Ma		hdt	275.2	-14.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.5 	   94.6 	   -2.0 	  172.9 
AF1-5a	Keweenaw Peninsula	AF1-5a	AF1-5a	992.0	985.0	Ma		hdt	266.2	-9.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  181.9 	   91.9 	   -6.1 	  181.3 
AF1-5a	Keweenaw Peninsula	AF1-5a	AF1-5a	992.0	985.0	Ma		hdt	266.1	-10.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.1 	   92.1 	   -6.3 	  181.2 
AF1-6a	Keweenaw Peninsula	AF1-6a	AF1-6a	992.0	985.0	Ma		hct	108.5	26.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  194.6 	  105.2 	   -2.0 	  339.0 
AF1-6a	Keweenaw Peninsula	AF1-6a	AF1-6a	992.0	985.0	Ma		hdt	276.5	-5.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.6 	   90.6 	    2.3 	  175.1 
AF1-6a	Keweenaw Peninsula	AF1-6a	AF1-6a	992.0	985.0	Ma		hct	108.2	26.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  195.4 	  106.1 	   -1.5 	  339.0 
AF1-6a	Keweenaw Peninsula	AF1-6a	AF1-6a	992.0	985.0	Ma		hdt	276.4	-6.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.8 	   90.8 	    2.0 	  175.0 
AF1-7a	Keweenaw Peninsula	AF1-7a	AF1-7a	992.0	985.0	Ma		hct	84.2	19.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  187.7 	   97.9 	   11.1 	  359.3 
AF1-7a	Keweenaw Peninsula	AF1-7a	AF1-7a	992.0	985.0	Ma		hdt	278.0	-18.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  187.5 	   97.7 	   -1.8 	  169.4 
AF1-7a	Keweenaw Peninsula	AF1-7a	AF1-7a	992.0	985.0	Ma		hct	83.8	19.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  188.0 	   98.2 	   11.6 	  359.5 
AF1-7a	Keweenaw Peninsula	AF1-7a	AF1-7a	992.0	985.0	Ma		hdt	277.7	-19.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.9 	   98.1 	   -2.2 	  169.4 
AF1-8a	Keweenaw Peninsula	AF1-8a	AF1-8a	992.0	985.0	Ma		hdt	277.1	-1.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.0 	   90.0 	    4.3 	  176.1 
AF1-8a	Keweenaw Peninsula	AF1-8a	AF1-8a	992.0	985.0	Ma		hct	101.8	24.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  193.2 	  103.7 	    1.7 	  344.4 
AF1-8a	Keweenaw Peninsula	AF1-8a	AF1-8a	992.0	985.0	Ma		hct	102.2	24.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  192.4 	  102.9 	    1.2 	  344.4 
AF1-8a	Keweenaw Peninsula	AF1-8a	AF1-8a	992.0	985.0	Ma		hdt	277.2	-0.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.0 	   90.0 	    4.5 	  176.2 
AF1-9a	Keweenaw Peninsula	AF1-9a	AF1-9a	992.0	985.0	Ma		hdt	267.6	-5.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.7 	   90.7 	   -3.8 	  181.6 
AF1-9a	Keweenaw Peninsula	AF1-9a	AF1-9a	992.0	985.0	Ma		hdt	267.5	-6.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.8 	   90.8 	   -4.0 	  181.5 
AF2-10a	Keweenaw Peninsula	AF2-10a	AF2-10a	992.0	985.0	Ma		hct	81.8	17.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  186.6 	   96.7 	   12.2 	    1.6 
AF2-10a	Keweenaw Peninsula	AF2-10a	AF2-10a	992.0	985.0	Ma		hdt	263.4	-13.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.0 	   94.0 	   -9.6 	  181.9 
AF2-10a	Keweenaw Peninsula	AF2-10a	AF2-10a	992.0	985.0	Ma		hct	80.6	19.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.7 	   97.9 	   13.6 	    2.0 
AF2-10a	Keweenaw Peninsula	AF2-10a	AF2-10a	992.0	985.0	Ma		hdt	262.4	-15.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.0 	   95.0 	  -10.9 	  182.0 
AF2-11a	Keweenaw Peninsula	AF2-11a	AF2-11a	992.0	985.0	Ma		hdt	276.2	-17.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  186.4 	   96.5 	   -2.4 	  171.2 
AF2-11a	Keweenaw Peninsula	AF2-11a	AF2-11a	992.0	985.0	Ma		hdt	275.1	-19.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  188.3 	   98.5 	   -4.1 	  171.1 
AF2-12a	Keweenaw Peninsula	AF2-12a	AF2-12a	992.0	985.0	Ma		hdt	271.9	-21.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  190.1 	  100.4 	   -7.0 	  172.7 
AF2-12a	Keweenaw Peninsula	AF2-12a	AF2-12a	992.0	985.0	Ma		hdt	270.4	-23.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  192.1 	  102.5 	   -8.8 	  173.0 
AF2-13a	Keweenaw Peninsula	AF2-13a	AF2-13a	992.0	985.0	Ma		hdt	279.9	-14.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.4 	   94.5 	    1.2 	  169.5 
AF2-13a	Keweenaw Peninsula	AF2-13a	AF2-13a	992.0	985.0	Ma		hdt	279.0	-17.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  186.1 	   96.2 	   -0.4 	  169.3 
AF2-14a	Keweenaw Peninsula	AF2-14a	AF2-14a	992.0	985.0	Ma		hdt	277.0	-10.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  182.2 	   92.2 	    0.9 	  173.2 
AF2-14a	Keweenaw Peninsula	AF2-14a	AF2-14a	992.0	985.0	Ma		hdt	276.4	-12.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.2 	   93.3 	   -0.3 	  172.8 
AF2-15a	Keweenaw Peninsula	AF2-15a	AF2-15a	992.0	985.0	Ma		hdt	270.0	-18.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.5 	   97.7 	   -7.1 	  175.2 
AF2-15a	Keweenaw Peninsula	AF2-15a	AF2-15a	992.0	985.0	Ma		hdt	271.1	-16.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  185.9 	   96.0 	   -5.6 	  175.2 
AF2-16a	Keweenaw Peninsula	AF2-16a	AF2-16a	992.0	985.0	Ma		hdt	271.7	-18.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  187.1 	   97.3 	   -5.8 	  174.1 
AF2-16a	Keweenaw Peninsula	AF2-16a	AF2-16a	992.0	985.0	Ma		hdt	270.5	-20.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  188.9 	   99.1 	   -7.4 	  174.2 
AF2-17a	Keweenaw Peninsula	AF2-17a	AF2-17a	992.0	985.0	Ma		hdt	274.7	-16.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  185.9 	   96.0 	   -3.1 	  172.5 
AF2-17a	Keweenaw Peninsula	AF2-17a	AF2-17a	992.0	985.0	Ma		hdt	273.6	-19.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.7 	   97.9 	   -4.8 	  172.5 
AF2-18a	Keweenaw Peninsula	AF2-18a	AF2-18a	992.0	985.0	Ma		hdt	279.7	-11.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  182.6 	   92.7 	    2.3 	  170.8 
AF2-18a	Keweenaw Peninsula	AF2-18a	AF2-18a	992.0	985.0	Ma		hdt	279.0	-13.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.0 	   94.0 	    0.9 	  170.5 
AF2-19a	Keweenaw Peninsula	AF2-19a	AF2-19a	992.0	985.0	Ma		hdt	271.5	-9.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  182.0 	   92.0 	   -2.6 	  177.3 
AF2-19a	Keweenaw Peninsula	AF2-19a	AF2-19a	992.0	985.0	Ma		hdt	270.8	-11.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.9 	   92.9 	   -3.8 	  177.2 
AF2-1a	Keweenaw Peninsula	AF2-1a	AF2-1a	992.0	985.0	Ma		hct	106.9	18.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  187.3 	   97.4 	   -4.2 	  342.9 
AF2-1a	Keweenaw Peninsula	AF2-1a	AF2-1a	992.0	985.0	Ma		hdt	261.9	10.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  182.1 	   92.1 	   -1.7 	  191.2 
AF2-1a	Keweenaw Peninsula	AF2-1a	AF2-1a	992.0	985.0	Ma		hct	105.9	21.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  189.8 	  100.1 	   -2.3 	  342.6 
AF2-1a	Keweenaw Peninsula	AF2-1a	AF2-1a	992.0	985.0	Ma		hdt	262.5	8.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.5 	   91.5 	   -1.9 	  190.2 
AF2-20a	Keweenaw Peninsula	AF2-20a	AF2-20a	992.0	985.0	Ma		hdt	278.3	-13.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.6 	   93.6 	    0.7 	  171.2 
AF2-20a	Keweenaw Peninsula	AF2-20a	AF2-20a	992.0	985.0	Ma		hdt	277.5	-15.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.1 	   95.2 	   -0.8 	  170.9 
AF2-21a	Keweenaw Peninsula	AF2-21a	AF2-21a	992.0	985.0	Ma		hdt	276.0	-8.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.3 	   91.3 	    1.1 	  174.7 
AF2-21a	Keweenaw Peninsula	AF2-21a	AF2-21a	992.0	985.0	Ma		hdt	276.4	-5.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.6 	   90.6 	    2.3 	  175.2 
AF2-23a	Keweenaw Peninsula	AF2-23a	AF2-23a	992.0	985.0	Ma		hct	43.0	29.5		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  199.0 	  110.0 	   42.6 	   28.7 
AF2-23a	Keweenaw Peninsula	AF2-23a	AF2-23a	992.0	985.0	Ma		hdt	39.1	12.5		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.2 	   93.3 	   37.2 	   39.9 
AF2-23a	Keweenaw Peninsula	AF2-23a	AF2-23a	992.0	985.0	Ma		hct	40.9	28.3		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  197.4 	  108.2 	   43.3 	   31.5 
AF2-23a	Keweenaw Peninsula	AF2-23a	AF2-23a	992.0	985.0	Ma		hdt	38.3	11.0		1.0	1	1	0	n		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.5 	   92.5 	   36.9 	   41.3 
AF2-24a	Keweenaw Peninsula	AF2-24a	AF2-24a	992.0	985.0	Ma		hdt	76.1	17.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  186.4 	   96.5 	   16.0 	    5.9 
AF2-24a	Keweenaw Peninsula	AF2-24a	AF2-24a	992.0	985.0	Ma		hdt	74.8	18.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.3 	   97.4 	   17.3 	    6.5 
AF2-25a	Keweenaw Peninsula	AF2-25a	AF2-25a	992.0	985.0	Ma		hdt	65.6	15.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.8 	   94.9 	   22.1 	   14.9 
AF2-25a	Keweenaw Peninsula	AF2-25a	AF2-25a	992.0	985.0	Ma		hdt	64.5	15.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.1 	   95.2 	   23.0 	   15.6 
AF2-26a	Keweenaw Peninsula	AF2-26a	AF2-26a	992.0	985.0	Ma		hct	78.5	33.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  204.9 	  116.7 	   21.1 	  357.3 
AF2-26a	Keweenaw Peninsula	AF2-26a	AF2-26a	992.0	985.0	Ma		hdt	71.8	14.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.3 	   94.3 	   17.6 	   10.4 
AF2-26a	Keweenaw Peninsula	AF2-26a	AF2-26a	992.0	985.0	Ma		hct	75.9	34.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  206.9 	  118.9 	   23.4 	  358.5 
AF2-26a	Keweenaw Peninsula	AF2-26a	AF2-26a	992.0	985.0	Ma		hdt	70.8	15.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.8 	   94.8 	   18.6 	   10.8 
AF2-27a	Keweenaw Peninsula	AF2-27a	AF2-27a	992.0	985.0	Ma		hdt	69.3	29.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  198.5 	  109.4 	   25.3 	    6.1 
AF2-27a	Keweenaw Peninsula	AF2-27a	AF2-27a	992.0	985.0	Ma		hdt	67.1	29.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  199.3 	  110.3 	   27.1 	    7.5 
AF2-28a	Keweenaw Peninsula	AF2-28a	AF2-28a	992.0	985.0	Ma		hdt	67.2	26.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  195.0 	  105.7 	   25.6 	    9.0 
AF2-28a	Keweenaw Peninsula	AF2-28a	AF2-28a	992.0	985.0	Ma		hdt	65.2	26.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  195.6 	  106.3 	   27.2 	   10.3 
AF2-29a	Keweenaw Peninsula																		47.3	-88.2													
